file_name,transcription,utterance_id
data\segment_1009.wav," If the interpretation sought by is respected, the same would result in a far reaching consequences and would destabilize the framework of the party system.",0vnpgp9sb9
data\segment_1010.wav, By taking away the powers assigned to a political party to prevent defections within.,wpooyr7pd6
data\segment_1011.wav," The sort, the reading would, this reading would negate the meaning ascribed to two hundred and one B of the ten schedule, as well as defeat the entire purpose of insertion of the ten schedule to curb the menace of defection. The entire edifice of our parliamentary democracy is based on a party system. A candidate is chosen by the elected on the symbol of the political party. The legislature of the legislature party is only a product of the political party. My Lord, the Chief Justice Justice Williams, articulated that earlier.",xk0gsp9k46
data\segment_1012.wav," The legislature party is the species and the political party the genus. There is an umbilical cord which links the political party and the legislature party. The actions of that umbilical cord cannot be out of line with the objective of the political party. In Kyoto, this court said the following, this is important, but a political party functions on the strength of shared beliefs. Its own political stability and social utility depends on such shared beliefs and concerted action of its members in furtherance of those commonly held principles.",9oej43qybr
data\segment_1013.wav," Any freedom of its members to vote as they please, independent of the political parties declared policies, will not only embarrass its public image and popularity, but also undermine public confidence in it, which in the ultimate analysis is the source of sustenance. Nay, indeed, it is very, its very survival.",8lh25z651p
data\segment_1014.wav," Intra party debates are of course a different thing, but a public image of disparate stance by members of the same political party is not looked upon in political tradition as a desirable state of things. Loyalty to party is a norm being based on shared beliefs. A divided party is looked on with suspicion by the electorate. It is natural for members to accept the opinion of their leaders and spokesmen on the wide variety of matters on which those members have no specialist knowledge.",e283pwkwzh
data\segment_1015.wav," Generally, members will accept majority decisions in the party even when they disagree. It is understandable, therefore, that a member who rejects the party whip, even on a single occasion, will attract attention and more criticism than sympathy. To abstain from voting when required by party to vote is to suggest a degree of unreliability. To vote against party is disloyalty. To join with others in abstention or voting with the other side smacks of conspiracy.",1ulr55o3ts
data\segment_1016.wav, That's exactly what happened here. And it started on the twenty first of June.,d8qjaizyxe
data\segment_1017.wav," No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",m1p2yvm4p9
data\segment_1018.wav," Clause B of paragraph two one of the ten schedule gives effect to the principle and sentiment by imposing a disqualification on a member who votes or abstains from voting contrary to any directions. The provisions, however, recognized two exceptions, one when the member abstains from the political party prior permission to vote or abstain from voting, and the other when the member has voted without obtaining such permission, but his action has been condoned by the political party.",ll4mlzsyt7
data\segment_1019.wav," This provision itself accommodates the possibility that there may be occasions when a member may vote or abstain from voting contrary to the directions of the party belongs. This in itself again may provide a clue to the proper understanding and construction of the expression any direction in clause B of paragraph two one, whether really all directions or whips from the party entail the statutory consequence.",bymw619oty
data\segment_1020.wav," And whether having regard to the extraordinary nature and sweep of the power, the very serious consequences that flow, including the extreme penalty of disqualification, the expression should be given a meaning confining its operation to the context indicated by the objects and purposes of the ten schedule. We shall deal with this aspect separately. It is thus submitted that it is the political party which appoints the chief whip and not the legislative party. The political party is headed by the leadership.",y5o4xrecpz
data\segment_1021.wav," And this factum of leadership is not in dispute. Organizational elections in Sivshena were held on twenty seven to twenty eighteen, but that's a wrong date, actually it's twenty third January twenty eighteen. And the leadership structure of the party was intimated to ECI, wherein it is clearly stated that Ruza Thakre is the Pakshramuk.",yzzjpcc0lt
data\segment_1022.wav," It may not be out of place that under the Maharashtra legislative members' removal of disqualification rules, which I've already shown, I'll skip that. The whips are the directions issued by the political party and not the members of the legislative party or the leaders of the legislature. Then Erskine May says whip serves as an intermediate between the leaders and parliamentary membership of their parties in order to keep each informed of the views of the other.",virwwlkcmm
data\segment_1023.wav, Which is what I was mentioning to your lordship.,p8ig09sgrw
data\segment_1024.wav, Great efforts to bring them.,y5ix7uvdtr
data\segment_1025.wav," The phrase adopted by Burke caught public fancy and soon became popular. Then Melus kindly come to one hundred and eighty three, skip the five, six lines on top and the sentence on the right side, the keep, they keep members supplied with information. They were talking about whips. Losip has that. They keep members supplied with information about the business of the house. Melus, what happens I traditionally is Melus.",pmnkqfytdn
data\segment_1026.wav," The members do not know the business of the House because the business of the House is decided by what is called the Business Advisory Committee and only some members of the House of political parties are members of that committee. So every week, couple of times, weeking, probably every week, a meeting takes place as to what should be the business for the next week. So whereas that's decided and then it is announced in the House.",zrdrg3tbow
data\segment_1027.wav," On that basis, the whip then informs the members of the House that this is going to be the business. These are the bills that are to be that are to be debated. This is the position that we have to take take on the bills. Therefore, you please prepare your speeches in the context of the position of the party. That's the job of the whip.",90hicz78vr
data\segment_1028.wav," It is resolved in the newly elected MLS meeting of so and so. That's is appointed resolution. Yes, is appointed as the group leader of the Shiv Sena party, resolve the newly elected MLA meeting of Shiv Sena party. Sunil Prabhu is appointed as the chief people of Shiv Sena. So this was the resolution which was communicated was prima pizziga subject to what you can say. All right. The elected MLS meeting was convened. Yes. It was usual like one and two. I mean, it was intimated to the speaker.",1ykzgo78t6
data\segment_1029.wav," Now, Miller's not that. That is not the job of somebody Miller's who says, I am a group leader and I will decide.",z7fk6kt39x
data\segment_1030.wav," That is why the whip is appointed by the political parties for that very reason. On general parliamentary business, how specific are the whips? I mean, this is not unrelated to this case. I mean, what is a WhatsApp message is sent to us? Three three lines at the end underlining otherwise you have to be present, otherwise actions will be taken against the whip.",5z9eucrtd8
data\segment_1031.wav," And you come and vote and this is how you have to vote. Thiela and Whip will come, vote for this bill, vote against this resolution. So each one under a WhatsApp policy is that message is sent. So we have to be present. They're very generous with us because while we argue our cases proceedings are going on. We're not present. So they don't, they don't want us to trouble us too much.",4ndlfobmxs
data\segment_1032.wav," That holds on to Jesus Christianity also, right? Well, my personal opinion, this is my personal, I don't want to say it. The fact of the matter is, if you want to practice, you should practice. You want to be in Parliament, devote your time to Parliament. That should be.",uwlz1614cv
data\segment_1033.wav," Otherwise, mothers, we can only perform one function. We can't perform both. Anyway, that's another matter.",kplgsaeaa6
data\segment_1034.wav, It's not that. It's not that. It's what happens is that the key issues of the party are nowadays before the court.,0w1cwp7rki
data\segment_1035.wav, And they want us to be here. And slowly mister Jet Mulani will realize as the burden increases that he might also have to do that.,hlfhjonwx6
data\segment_1036.wav," One second aside about coming out of the halls of parliament, a very leading left leader mentioned, what is in the inside the house, that lawyers, chartered accountants, doctors, and other similar people should not be in parliament. They should consider it on their profession. mister Jettley and I were talking in the lobbies. So when he came out, a good friend of ours, he told him that you want parliament only to consist of unemployed and unemployable persons.",bxh257y6cw
data\segment_1037.wav," Don't say that, don't say that public error. This is what happened when he said it for a lot of analysis. I'm taking his example. He said it for a large class of profession, not lawyers alone. So, well, it's, there is a certain amount of input you bring in if you are otherwise also gainfully employed. That's true. But lawyers in many jurisdictions are not allowed to do both things. That's also true, but that's neither here nor there.",pghom0z0a2
data\segment_1038.wav," The keep members supplied with information about the business of the house and enforce party discipline, being constantly in touch with the members in the lobbies of the house, the whips acting as intermediaries between the leaders and the rank and file of their parties, keep the former in touch with the currents of opinion not only within their own party and thereby nip the incipient revolt in the butt.",z4rf6vvyke
data\segment_1039.wav," Yes, but no, well, the decision was of the of Udha Thakri. So, the decision is of Udha Thakri. It doesn't appear to be so, mister It says so, first paragraph. First and the second paragraph both.",emi2jhvxyk
data\segment_1040.wav," But also to some extent with other movements of opinion inside the House. And it is through the whips that members of a party come to know about their leaders views and the plans into which the leader thinks it is necessary or expedient to initiate them. The whips are the active agents within the parties, a channel of communication whereby one party negotiates with another.",quqd4nkr9b
data\segment_1041.wav," concerning topics of debate or conduct of business in the House. In the handbook of the working of the Ministry of Parliamentary Affairs, the background of origin of whips is noted in this regard. It is stated that whips who are drawn from various political parties are vital links in the internal organization of parties inside the legislature. The expression whips is derived from the tamalaska. We don't have to go into that.",ohyuc1f4qc
data\segment_1042.wav," Then Riley Cummings, the House of Commons Library, that also, Mullerts, goes to Edmund Burke. We've already read that. Let's not waste our time on it. Then Mullerts, kindly, thief, further para one hundred eighty six further is elucidating the duties of the whip. It is stated as follows. The primary role of the chief whip is to get the government's business through parliament.",79rda2f779
data\segment_1043.wav," And in particular to secure the government's majority in votes on its legislative and policy programs. The duties of the whip include keeping MP's and peers informed of forthcoming parliamentary business, as I told your lordships, maintaining the party's voting strength by ensuring members attend important debates and support their party in parliamentary divisions, and passing on to the party leadership the opinions of backbench members.",kt5rqe3cnf
data\segment_1044.wav," The note also relies upon Roger and Walters. Let's leave that. Finally, come to the Law Commission. This is very important. Page one of para one hundred and eighty eight. The Law Commission recognized the importance of the whip necessarily by abiding by the whip for abiding by the whip and observed in para three point four four four as follows. Necessary for abiding by the whip. Necessity for abiding by the whip. In such a case, the endeavor should be.",j0nyib8w87
data\segment_1045.wav," to strengthen the political parties by providing for internal democracy and internal structures rather than to weaken them. Inasmuch as we are recommending in this report insertion of a new chapter governing the political parties, the political parties including the provisions ensuring internal democracy, internal structures and transparency in the conduct of affairs, there should be no objection to strengthening of the political parties so that they will.",ue12tdw4nj
data\segment_1046.wav," The will of the will of majority, the will of the majority prevails in a political party. Freedom of speech is undoubtedly precious, but when a person becomes a member of the political party, accepts its ticket and fights and succeeds on that ticket, he renders himself subject to the discipline and control of the party.",29lntcj5b5
data\segment_1047.wav," It should also be noticed that when a person applies for the ticket of a political party, he knows and expected to know about the leadership, internal working policies and programs of the party. He must also reckon with the fact that in future the leadership may change, policies and programs may change and so on. If he with his eyes open applies for and obtains the ticket and contests and wins on that basis, he cannot plead later.",xrrnqy1e4y
data\segment_1048.wav," That he does not agree with the leadership or policies of the party. This is all this argument, Muller, that was made, freedom of expression. We have a right. We feel that your policies are wrong. You have deviated from ideology. You knew the ideology. You knew that he is the Pakspramok. You knew what he stands for. You took his ticket. You were minister. You never raised your voice. And suddenly in Assam, you go to say that no, no, no, we are very, very concerned about it.",0nvyur1t3x
data\segment_1049.wav," prior to twenty twenty one of June, where is a single statement that is on the record of this case? Not a single statement.",8gzeop1oz8
data\segment_1050.wav," Second paragraph, both say so. Second says that a meeting was chaired and third says elected MLAs unanimously resolved that all decisions of today's meeting be decided by Buddha Takaray. So he is and and authorized by Buddha Takaray to take all the decisions in the meeting. The decision is a Buddha Takaray. But having said that, it also appears that the decision attains a certain degree of legitimacy.",f0l89ytrmc
data\segment_1051.wav," That's because you got lured into it that you thought that maybe by using your majority in the legislature, you could actually topple the government and become the chief minister.",kv1ao0e2y0
data\segment_1052.wav," So then it says, well, any difference of opinion must be ventilate and fight within the party. Finally see that. Your Lordship asked me that question, then what does he do? He has to ventilate it within the party. Call a meeting. Then, well, more important, the membership of the house does not become his private property nor can he trade in it.",mun4j8hgni
data\segment_1053.wav, How patient Muller's these words are. That's not his private property nor can he trade in it.,p1m74bq7t7
data\segment_1054.wav," I mean, I'm sure Motherzy wasn't in Assam for cleansing his conscience, Motherzy. There were bigger issues that were in to be dealt with in Assam, somewhat.",o27fyfeawm
data\segment_1055.wav," Akin to some ground issues. Anyway, it is it is a trust that he is in the members of in the members of a trustee. He cannot also say that he will take advantage of the same of the name and facilities of a political party, fight the election on the ticket of that party and succeed, but he will not subject to the discipline of the political party.",us4edi4you
data\segment_1056.wav," This is simply unthinkable besides being unethical and immoral. He has to abide by the party discipline within the House. He might fight within the party to have his point of view or policies adopted by the party, but once the party takes a decision one way or the other and issues the whip, he shall have to abide by it or resign and go out. This in essence tells you, Mullerts, what the contours.",lztkgun7ke
data\segment_1057.wav, of the conduct of a member of the legislature in the House should be,j2m1ot16ao
data\segment_1058.wav," And in what circumstances, and there are only two, that he can actually disobey the whip, one, he can take the permission of the leader, and two mullets, he he he says something contrary to the whip, and the party condones it.",nvbf9xdw1x
data\segment_1059.wav," And this Law Commission report led to the ninety first Constitutional amendment, deleting paragraph three.",3p02rg8xo4
data\segment_1060.wav," So in practice, the connection between the political party and its elected legislators is maintained by the office of the chief whip, who in his essence is the representative of the political party amongst legislators. Then Perumal versus that, Miller, just kindly have a look at the paragraph twelve, but I won't read the whole thing. Miller's the paragraph starting second paragraph. The whips have to be.",4d1ytjg6yr
data\segment_1061.wav," Because it is communicated by the MLAs to the speaker, it appears. It may be that of course, as the unquestioned party leader at that time, he was to decide who would be the group leader and who would be the chief whip.",28lm1b7lrt
data\segment_1062.wav," Have to know their men. Your Lordship has that paragraph? Yes. The whips have to know their men. This involves a close contact with all members and knowledge of their interests, special aptitudes, qualities and potentialities. Whips take these aspects into account while sending list of speakers to the chair in the interest of quality of debate and deliberations. They keep members, no one is I cannot go to the speaker. No member of the legislature can go to the speaker in parliament or Rajaswama or Lukashva that I want to speak.",t1h9gk918e
data\segment_1063.wav," He has no choice in the matter. The party will decide who to who is the party Malarth. It's the leader that on this issue on cooperative societies, my member in the legislature knows more about cooperative societies than somebody else. Therefore, allow him to lead the debate in finance Malarth, who leads the debate in Rajaswah, mister Chazamuram, who decides that? The party.",30z5qx9r05
data\segment_1064.wav," So, males, each person has his expertise on education, on telecom, every, there'll be different people in the house who'll be espousing the cause of that subject matter because he has expertise and who decides that? Not the, not even the leader. Leader will put up the name to the party president or the UPA chair person or the party and then they will say, okay, now you let him decide, let let him debate. So, this whole argument and sitting in Assam, I can throw you out, I can throw the whip out and I can.",ttjt448bui
data\segment_1065.wav, Change the leader of the house and I'll proclaim myself to the leader of the house. What is the speaker going to do when you send it back to the speaker?,u54vvr04zf
data\segment_1066.wav," And this realization dawned two years afterwards, murders when he was he was a minister and all that. So being constantly in touch with the members of lobbies of the House, the whips acting as intermediaries between the leaders and the rank and file of their parties keep it keep the former in touch with the current opinion.",68z51y7vqp
data\segment_1067.wav," Not only within their own party and thereby nip the incipient revolt in the butt, but also to some extent with other movements of opinion. And it is through the whips that members of a party come to know about their leaders views and the plans into which the leader thinks it necessary expedient to initiate them. The whips are the active agents within the parties, a channel of communication whereby one party negotiates and leave that out. Then, mothers, kindly come to the next paragraph, mothers, paragraph thirteen. The chief whip.",6lzdd5tutn
data\segment_1068.wav, is the eyes and ears of the leader of the party.,44pnx2hqxy
data\segment_1069.wav," So far as the members are concerned, he conveys the wishes of the leader to the members of the party and keeps the leader informed of the current opinion in the party as also the moods and inclinations of individual members when these deserve special notices during sessions in his capacity as advisor to the leader.",eq2nvf8jwr
data\segment_1070.wav," He normally meets the Prime Minister not only on one set interview daily, but also several times in the course of the day for brief consultations. Why, Malus? What happens is there is Hangama in the house. The not people are going to go to the well. You immediately have a meeting with the leader. What should we do? Because the house is adjourned for fifteen minutes, twenty minutes, half an hour. You go back to the leader. You have a quiet meeting, Malus. The wit will have a quiet meeting.",h6e1w77b8b
data\segment_1071.wav," A decision will be taken, conveyed to the legislator. So to say, Mullers, that I am forty members of the legislative party, I can do what I like, I am a separate group, I'm a separate entity, I can remove you, it's unthinkable in parliamentary democracy, unthinkable.",peov1swhkj
data\segment_1072.wav," The communication to the speaker is signed by all the fifty six MLAs and they eventually resolve that who will be the group leader and the chief whip. It seems to be there. As I show to your lordships the law on the subject and the decision of the subject, it will be clear that it is only the party that appoints. No, no, no member of the Leader. I understand that because your submission yesterday was that the appointment of the chief whip or the group leader.",a714hfmlmt
data\segment_1073.wav," And whereas this per se, that's why I use the expression per se, is voluntarily given up membership of the party per se.",hrvbcxy027
data\segment_1074.wav," Apart from making the house and keeping essentials for transaction of business, the chief whip has the whip hand in shaping the course, tone and tenor of debate on special occasions, for he selects the speakers from his party and hands over a list to the speaker for facilitating the process of catching his eyes.",zmeaukg18c
data\segment_1075.wav," The responsibility of keeping everybody at his post and keeping his party united strong and well knit falls on him. He selects members for the select committees and other parliamentary and government assignments, keeping in view the background, experience, aptitude, qualifications of members of his party. This gives him supposing whether the select committee is to be formed and whether the person to be nominated. Who decides that? If forty members of the House will say no, no, because we are forty, we nominate this person. No.",uew6r0r561
data\segment_1076.wav," The whip will tell the speaker that this is our nominee on this select committee or this joint committee or the standing committee. So this gives him wide power, power of patronage, which comes handy in keeping with party members amenable to his influence. It is thus clear from a reading of the aforesaid that the whip forms an important link, an umbilical cord between the political party and the legislators. The whip enforces the directions of the political party. Then Muller's.",six08udlu5
data\segment_1077.wav, There is a discussion about how the term political party has wellness actually was not there in the constitution earlier or not constitution even otherwise was not there in a statute. Then wellness twenty nine a of the representation. I don't have to go through this stimulus. We are short of time and I don't want to molest take time unnecessarily. My learned friend can if he wishes to deal with some of this then wellness kindly come to.,7kepx6pclp
data\segment_1078.wav," Well, there is a judgment of this Court in twenty eighteen, Volume nine SCC.",dik11fblj7
data\segment_1079.wav, twenty eighteen nine SEC page one hundred. This is Selesh Manubai Parma versus Election Commission of India.,dfw1h0tki0
data\segment_1080.wav," Melus, in this case, Melus, they wanted to introduce a nota option in the Rajasabah elections for elections to the Rajasabah. Melus, in that context, Melus, at page one hundred sixteen, the judgment starts at one hundred. I just read one paragraph, paragraph nineteen at page one hundred sixteen.",lff2oyirzl
data\segment_1081.wav," Page one hundred and sixteen, paragraph nineteen. Yes, we all are. Yes, no, I just read it. The aforesaid passages throw immense light on the distinction between direct and indirect elections and especially on the concept of indirect election, which encompasses proportional representation. There is voting by open ballot and it has been so introduced sustained to sustain the foundational values of party discipline and to avoid any kind of cross voting, thereby ensuring purity in the election process.",2aidb674zf
data\segment_1082.wav," They have been treated as core values of democracy and fair election. It is worth to note that in a voting for members of the Council of States, the nature of voting by an elector is a grave concern. It is because if such an election, in such an election, there is a party whip and the elector is bound to obey the command of the party.",dyuo7j7jly
data\segment_1083.wav," is something which is never done by the, it's always done by the party. So if there's your second limb of the submission was, if there is a split, that split also, of course, there's no concept of a split in the tension. Yes, but even assuming there's a split in the party, that split is outside the legislative assembly, and it can't be that the fifty six MLAs decide that well, we have now merged or we have we have been.",u3w0ovv855
data\segment_1084.wav," The party discipline in this kind of election is of extreme significance, for that is the fulcrum of the existence of political party. It is essential in a parliamentary democracy. The thought of cross voting and corruption is obnoxious in such a voting. In this context, we may refer with profit to the.",by89mpz0j8
data\segment_1085.wav, ten parameters twenty two at page one one eight. twenty three actually.,q9sul4wy2h
data\segment_1086.wav," No, no, let's deal with twenty. So we have to cut off this thing. Time is short. twenty three at page one hundred and eighteen.",ecadggg17i
data\segment_1087.wav," If I may read more in a democracy, the purity of election is categorically imperative. The democratic body politics, as has been held in Manoj Narula, stipulates that the quintessential idea of democracy is abhorrent to corruption and laws emphasis on prevalence of genuine orderliness, positive propriety, dedicated discipline and sanguine sanctity by constant affirmance of constitutional morality, which is the pillar stone.",l4wjo17x8v
data\segment_1088.wav," The purity of democracy does not withstand anything that has the potential to create an incurable chasm in the backbone of a democratic setup. The law is meant to eradicate the same. When one allyzes the exercise of choice nota in the voting process of the Council of States, where open ballot is permissible and secrecy of voting is no room, and further where this discipline of the political party parties matters, it is clear that.",3xhj324u9w
data\segment_1089.wav, That such choice will have a negative impact. That's all Malasara wish to state.,1yd6kpzcu8
data\segment_1090.wav," No, but it's coming back to.",24j1y72a9t
data\segment_1091.wav, So let's I skip that.,hvzwb48u2v
data\segment_1092.wav, And I come with us now to,fcwmrvlh9b
data\segment_1093.wav, I have dealt with the facts nominally.,vcesnpb6g1
data\segment_1094.wav," Yes. So, Melissa, if your mylords have that common convenience compilation volume two, first document dated twenty seventh february twenty eighteen.",gonjzesutp
data\segment_1095.wav," There is a split in our power. It is settled law, Malus. I mean, I'm just indicating this is how it happened, but it is settled law that as far as the whip is concerned, and that's in answer to my Lord's question, as far as the whip is concerned and the leader is concerned, it's always decided by the party. That you say yesterday. Yes, I'm just saying, Malus, the process was in this particular case, this. So if a letter is written, I don't know, Malus will find out. I'll find out if the letter is communicated. And mister Sibyl, on that, you may be right also for this reason that.",mj8zfe2cvu
data\segment_1096.wav, And uh.,uoofwffybt
data\segment_1097.wav, I just want I don't want to take too much time now.,stedzjy8bz
data\segment_1098.wav," Then, Millers, now I come to the governor's decision.",b6k54joz31
data\segment_1099.wav," Chapter nine. Yes, miss, chapter nine.",r9caqu4h2d
data\segment_1100.wav," I'm not going to intra party decisions, I just save time. Come to chapter nine.",38izday7m1
data\segment_1101.wav," No, no, this is, as I said, an issue that has arisen for the first time.",3pihvjhtw0
data\segment_1102.wav," A member of the BJP, where does chapter nine begin? A page one hundred? Sorry, page one hundred. I'm sorry.",5saqa1dllt
data\segment_1103.wav, Yes.,5yxcz7bkaq
data\segment_1104.wav," Well, that's two thirty five.",wrq8uwa3nn
data\segment_1105.wav," It is respectfully submitted that the exercise is the eighth of June decision of the governor. Sorry, which is the twenty eighth of June decision of the governor.",s3oz56wqtn
data\segment_1106.wav," A whip is a direction to the elected members of the legislature, whether it's in Parliament or a legislative assembly or council, that you shall vote in a particular manner or this is our position on this particular aspect on the discussion on a bill or whatever you are doing as an elected legislator. Therefore, that direction to the members is also always always by the website outside the.",6nk1ppoha6
data\segment_1107.wav," Decision of the governor, which to invite Sindhaymala. Thirtieth. Thirtieth.",c7cx8b4091
data\segment_1108.wav, twenty eighth is our trust vote. We do not let us go to the trust vote. thirtieth. A thirtieth malice is sworn in.,l6qmbkzgoa
data\segment_1109.wav," Correct. Nominally, your lordship knows that under the Constitution, there are areas where the governor has discretionary powers, subject to three exceptions, which are given in Naboombrebia. This is an area when in the beginning, Malads, there's an election that takes place, who is to form the government, there is enough discretion with the governor. He will see as to whether there's a prepoor alliance.",91wzfiyl3c
data\segment_1110.wav," And if the prepole alliance has majority, he'll call the leader in the normally, I mean, there are exceptions. There's a post, if he doesn't get a prepole alliance, majority, he'll call a postpole alliance. And if not, Malus, he'll otherwise see if a majority can be cobbled up by a leader who has the confidence of the house, who may have the confidence of the house. That discretion is always with him. Now, Malus, we are talking of the discretion of a governor post the formation of a government.",sedr36687n
data\segment_1111.wav," That's the first issue. So post the formation of an elected government, if ten people go to the governor, what is his discretion in the matter?",2jymhxcbwj
data\segment_1112.wav," Because the governor has to ascertain, one, that look, these people along with others, the leadership that I will administer the oath to will have the confidence of the house. That's one malads, one criteria on the basis of which he'll swear in him. Two malads, he will, he will ask the question, which party do you belong to?",73vh1ya61p
data\segment_1113.wav, These naturally have to ask. I am sure he will know that before even he asks that question. So he knows mothers that the Shivsiana is not before him.,15t9xvvgts
data\segment_1114.wav," On the thirtieth, he knows fifteen is not revealed.",uov8isabgw
data\segment_1115.wav, So what is his discretion in administering the oath of office to Ikhnathindi? Except the fact that all the thirty nine rebels will support the BJP along with the thirty nine rebels will oust the government and will support the new chief minister.,okng9hbj9h
data\segment_1116.wav," He also knows, mothers, that there is a disqualification petition pending.",wtubjixbti
data\segment_1117.wav," I'll demonstrate the legislation. I'm sorry, I'm sorry. Shows the relevant rules of the legislation. I will, I will, in fact, Millers. I will show that and it'll be clarified, but my lord is right that from a from the perspective of the format, your lordships may be right that it is forwarded.",grqczkvnxt
data\segment_1118.wav," So your Lotsit will have to decide for the first time in situations of this nature when there's an already an elected government in place and there is a taint, alleged taint of a certain set of members pursuant to the fact that disqualification proceedings are pending, whether the governor can exercise discretion.",avu40wi2qf
data\segment_1119.wav," In a manner which will topple an elected government, not await the outcome of the disqualification proceedings, the governor could have done two things. Could have said, I know for a fact that there is a disqualification notice against you all, against sixteen of you, you who claim want me to administer an oath in office to want to be the chief minister.",o453pfmce2
data\segment_1120.wav," The court has given you time till the twelfth of July. Please first file your reply on the twelfth of July, see the outcome of those proceedings, and if there is no taint as far as your membership is concerned, I will administer the oath of office to you.",l5f076i1xc
data\segment_1121.wav, That I think is a constitutionally moral path.,jew6la0zje
data\segment_1122.wav, That the government ought to that the governor ought to have adopted.,6h0t3t2u8x
data\segment_1123.wav, Institutional morality demands that he follows that path.,1lvdlrkajz
data\segment_1124.wav," The Constitution in fact persuades him to follow that path. Why? Because there's an elected government in place of which he was a member, he himself.",qn22tn62rk
data\segment_1125.wav, Ignatsinde was a member.,o5k8cmfiy5
data\segment_1126.wav, So why would a governor murders administer oath accept that he himself knows that the elected government will be toppled?,zovh4rlxyy
data\segment_1127.wav," That's a very serious matter according to me, Malets. You looked at the Sircardiac Mission report, Malets, your lotuses, you'll find no such eventuality, Malets, consider it.",djfa21b7ex
data\segment_1128.wav," But we'll have to check that. But assuming it doesn't make difference to the Mister. The deputies, we take, go straight to the rules of the because the rules of the assembly must be telling us how a chief whip is nominated, how a group leader is is is is no rules of the assembly. Don't say that, Malas. Oh, there is no rule of the assembly. But this is what has been decided. But this is the convention in quite every political party.",ttsfzprsdd
data\segment_1129.wav," The governor with charities are to be considered on experience. That's true. That's true. Was ultimately,",y7l51c8cqx
data\segment_1130.wav, Democracy only thrives when institutions uphold the sanctity of the Constitution.,axizk2mdil
data\segment_1131.wav," And quite frankly, Melissa, and this is my, again, my personal opinion, no court, no institution should walk from that, should withhold its hands from that, because ultimately it's the message sent by court, by institutions, that we are above the vicissitudes of fortune that come with politics. That's the only way, Melissa, to, to, to.",742ad7m5p2
data\segment_1132.wav," gain respect within the public and to uphold the values for which our forefathers gave us this republic. But unfortunately that's not to be. So mothers, here there is a big conundrum, very big conundrum.",6ayknve2uq
data\segment_1133.wav," So first Mullets, the twenty seventh order, the twenty ninth order, then the governor. Even the governor could have stopped it.",6yxk6bplgm
data\segment_1134.wav, When he even chose not to stop it.,by3odsg2aq
data\segment_1135.wav," So your lodges will have to evolve some principle in the context of because this if Nabam Malaj is not overruled, this will happen time and again. And the governor will play, I'm sorry to say, I have seen the governor, we did it happened in Arunachal.",5kg6kxksvc
data\segment_1136.wav, Did ball?,04nnxpkbie
data\segment_1137.wav," And we have seen, and I mean, no disrespect to the institution of the governor, we have seen governors performing a more proactive role as institutional heads within the state, which has created disturbances within the polity. So therefore, how your lordships will evolve a principle to ensure that constitutional morality is upheld is something that I leave it to your lordships. I cannot give an answer.",4odium1pzr
data\segment_1138.wav," I can only say in the facts and circumstances of this case, the governor should not have administered the oath of office to Iknatsina because he was not the leader of the shipsena. There was a pending disqualification petition against him. He did not he belonged to the shipsena but had dissociated himself with the shipsena.",hhhinud49h
data\segment_1139.wav," Why malas? Because the legislators come into the House on the basis of the symbol given and the election malas pursuant to which they are in the House. They are governed by the discipline of the party, not their internal discipline in the House. And the discipline of the party I will please. So the rules of the Mr Symbol, the rules of the legislative assembly are silent. There's no guidance. No, no, there is no. But there is also malas.",qucsixo2lh
data\segment_1140.wav," And he had no locus. Who was to go to the supposing whether the ships in our was to form a government with the BJP, who was to go to the governor, the leader of the ships in our.",uk7p23c57e
data\segment_1141.wav," The Pakshramuk, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ude, Ud",a7rl9glnno
data\segment_1142.wav, And in which capacity did the governor accept or give him audience?,2xv9h9g8ct
data\segment_1143.wav, And administer the oath of office.,r6bi9aa78e
